Municipio,Nombre_de_la_iniciativa,Actividades,Direccion,Dias,Horario,Mes,Año
A,Olla Andares (Proyecto Botijas - Asoc. Civil Andares),Olla,Francisco Olivares 4944 esq.Groenlandia,miércoles,16:00 a 20:00,Octubre,2021
A,Merendero Jesús de nazaret,Merendero,continuación suecia 2511,Sábado y Domingo,17hs,Octubre,2021
A,Vecinos Nuevo París / Salón Cultural,Olla y Merendero,Carlos de la Vega 5783 y Neuquén,Martes (merendero) y Domingo (olla),13hs (olla) y 15 hs (merendero),Octubre,2021
A,Merendero Sonrisas,Merendero,Miguel copetti 5001,"Martes, Jueves y Sábados",MyJ: 16hs a 17hs. S: 15:30hs a 17:30hs,Octubre,2021
A,Mujeres del Oeste,Merendero,Alianza 2254 esq. Diego Rodriguez Mendez,V y D,17hs,Octubre,2021
A,Merendero Centro Cívico Tres Ombúes,Merendero,Pedro Giralt y alagoas,Miercoles y sábados,16:00 a 18:00,Octubre,2021
A,Merendero y Olla Vero,Olla y Merendero,república Argentina 1791 esq. chile y portugal,"Lunes, miércoles y viernes",13 a 15,Octubre,2021
A,Olla popular Nuevo Amanecer,Olla y Merendero,Continuación EE.UU. N19 esq. La Vía,"Lunes, miércoles y viernes. sábados y domingo",19:30,Octubre,2021
A,Olla y Merendero La Cañada Cerro,Olla y Merendero,Alfredo Mones Quintela 1813,Martes y Jueves,S/D,Octubre,2021
A,Merendero Anexo Maracaná,Merendero,Los cedros 134,Lunes y Martes,16:30 a 18:30,Octubre,2021
A,La Carpita,Olla,China 2218 entre Dinamarca y Patagonia,Martes y Viernes,14 hs,Octubre,2021
A,Olla Campichuelo,Olla y Merendero,Peatonal Campichuelo 135 esq. Ferreira y Artigas,Lunes a domingo,12 y 17:30hs,Octubre,2021
A,Olla Popular Juntos,Olla y Merendero,"Luis Batlle Berres, Manzana C, Casa 19 entre camino las tropas y ercilia quiroga",Lunes a viernes,19hs,Octubre,2021
A,Todo por una sonrisa,Olla y Merendero,Maria Julia Fernandez 2623 esq. Mirunga,Lunes a domingos,16:00 a 17:00,Octubre,2021
A,La Olla de calle 8 vecinos unidos,Olla y Merendero,Senegal 3785 esq. charcas,Viernes,20hs,Octubre,2021
A,Plomito Soda,Olla y Merendero,Rivera e Indarte 4555 esq. Gregorio camino,"Lunes, miércoles, viernes",16 y 19hs,Octubre,2021
A,Merienda solidaria barrio obrero,Merendero,"Alfredo Mones quintela , esque. calle 2 (pegado al caif ventura 2)",sábados,16,Octubre,2021
A,Olla la terraza,Olla y Merendero,Polonia 3157 esq. Repùblica Argentina,Lunes a domingo,12 y 17 hs,Octubre,2021
A,La olla Cauceglia,Olla y Merendero,Paralela a la ruta 1 4804 entre camiano del parque y pasaje F (yendo de montevideo hacia el interior queda del lado izuierdo de la ruta),Lunes y viernes,18,Octubre,2021
A,Club Sauce,Olla y Merendero,Paralela a camino la paloma 2063 esq. pasaje artigas y continuación puerto rico ,De lunes a viernes,18,Octubre,2021
A,Olla Esperanza (cerro),Olla,Calle 19 3774 esq. Egipto y Rusia,Domingo,19,Octubre,2021
A,San maritana,Olla,Bogota 3585,sábados,16,Octubre,2021
A,Acción solidaria (3),Olla y Merendero,calle 3 esq. primera al norte y maracaná s/n,Domingo,16 y 19hs,Octubre,2021
A,Casabó solidario,Olla y Merendero,Gambia 3044 esq. calle 16,lunes y miercoles,18,Octubre,2021
A,Olla luchando por los necesitados juntos podemos,Olla,Pasaje moirones 221 al fondo,Martes y viernes,18,Octubre,2021
A,Olla agil - Una mano amiga,Olla,Calle 3 nro048,Domingos,20,Octubre,2021
A,Espacio Apapachoa,Merendero,Tres Cruces 228 esq. Illescas,Sábados y domingos,16hs,Octubre,2021
A,El rápido de la Teja,Olla,Ameghino 4556 esq. Gregorio Camino,sábados,12ha,Octubre,2021
A,Olla y Merendero Qid,Olla y Merendero,Ruta 1 continuación Inclusa 4382 Bis esq. Leonardo Olivera,Martes jueves y sábados,17 y 19hs,Octubre,2021
A,La Cumparsita,Olla,"Benito Riquet 521 (donde reciben donaciones), Ruperto Pérez Martínez esq. Real (direcc. olla)",Sábado,12hs,Octubre,2021
A,Emprendimiento San Miguel ,Merendero,Pensamientos 2008 esq. Burdeos ,Sabado y domingos,17:00,Octubre,2021
A,Olla Hebron,Olla y merendero,Romulo Guerrini 2848,Lunes (olla y mer) y sabado  (mer),"18:00hs lun, 15:00 sab",Octubre,2021
A,San Miguel ,Olla y merendero,Burdeos y 18 de abril (para abajo ultima casa) ,"Lunes (olla) , miercoles y sabado (olla y merendero)","16:30 olla, mer 13:00",Octubre,2021
A,Río de agua de vida ,Olla,Camino cibils 6225,Viernes,21:00,Octubre,2021
A,Olla Tia Norma,Olla y merendero,Alaska 825 es. Francisco Oliveira," Martes, jueves y viernes (olla) / Lunes a domingo (merendero)",21hs olla y 17hs merendero,Octubre,2021
A,Olla Aldeas,Olla y Merendero,"Pasaje aldea, continuacion peru 2532","Mar, ju y do 15:30. Lu, mi y vi 17:30hs",15:30 y 1730hs,Octubre,2021
A,Nueva Esperanza (la paloma),Olla y Merendero,Con de las Tropas 4602 esq. Pernambuco,Todos los dias ,12 y 17hs,Octubre,2021
A,Olla pablo,Olla,Rodolfo Rincon 216,miercoles y sabado,18,Octubre,2021
A,Olla Popular calle 15,Olla y Merendero,La Via 3651 Esq. Gambia,Sabados,15hs,Octubre,2021
A,Olla comunitaria un proposito,Olla y Merendero,turquia 3566 y viacaba salon de igle,jueves y sabados,10:30 merendero 18:30 olla,Octubre,2021
A,A puro corazón ,Olla y Merendero,Carlos maria Ramirez 2066,domingos,14,Octubre,2021
A,Los bajitos de casabó,Merendero,rusia 2407  SALON CLUB HOLANDA,martes a vienes,18:30,Octubre,2021
A,Merendero Infantil Caritas,Olla y Merendero,Carmelo Calvo 5463,"Lunes, miercoles y viernes  merendero Jueves y sabados olla","19 olla, 18 merendero",Octubre,2021
A,Merendero CH86,Merendero,Carlos Telier 5075 ,martes miercoles y viernes,16,Octubre,2021
A,Mano con Mano (La Teja),Olla y Merendero,ELBIO FERNÁNDEZ 4305 ESQUINA CARLOS MARIA RAMÍREZ ,"miercoles y viernes olla
lunes y jueves merendero",17,Octubre,2021
A,Herederos,Merendero,CONGRESO DE ABALOS 033BIS ESQ NUBLE YIC ,lunes y jueves,17,Octubre,2021
A,Merendero Frente a la Escuela,Merendero,LUIS BATLLE BERRES 6442,martes y jueves ,17,Octubre,2021
A,Olla y Merendero La Amistad,Olla y merendero,Cibils y 9 de abril calle carmelo hernandez pasaje d solar 69 BIS ,Miercoles y domingos,15:30hs,Octubre,2021
A,Olla y Merendero Paurú,Olla y Merendero,CAMINO PAURU 2105 esq luis batlle berres y tranvia a la barra,Lunes a Sabado,17:00 / 17:30,Octubre,2021
A,Caritas felices,Merendero,Camino del parque 4558,miercoles y sabados,16 a 17:30,Octubre,2021
A,Talitakum,Olla y Canastas,Cuba 4384,Lunes a sabados,18,Octubre,2021
A,Fortaleza del cerro ,Olla y Merendero,Via caba 2047 esq Cuba (frente a Olla Cielos Abiertos (El Che)),Todos los dias,18:00,Octubre,2021
A,Centro comunitaro barrio unido,Olla y Merendero,Curuzu entre continuacion laureles y continuacion marmol,Lunes a viernes,17:00,Octubre,2021
A,Olla y Merendero Pancita felices 2,Olla y Merendero,Puntas de sayago 3120 esq Este,Lunes a Viernes,17:00,Octubre,2021
B,Olla Amigos (La ollita),Olla,Ejido 1637 y cerro largo,viernes,21 hs,Octubre,2021
B,Librería Diomedes,Olla,Bulevar España 2129 esquina Pablo de María ,Lunes y Jueves,20:00,Octubre,2021
B,Olla seminario,Olla,Soriano y Barrios Amorín,Martes Jueves y Sábado,Martes y jueves de 19:30-20:00. Sábado 11:30-12:30,Octubre,2021
B,"Radio Pedal (Almuerzo, merendero y olla)",Olla y Merendero,San Salvador 1510 esq. Martínez Trueba,Miercoles,12:00,Octubre,2021
B,Olla Popular Cuareim y Tajes Brigada 1958,Canastas,Cuareim 2305 esq. Tajes,Lunes a viernes,De 13hs a 15hs,Octubre,2021
B,Merendero Cooperativo Las Bóvedas Ciudad Vieja,Merendero,"Rambla 25 de Agosto 566 entre Ituzaingó y Juan Carlos Gómez, COVICIVI",Sábado,17hs,Octubre,2021
B,Plaza 1ero de Mayo,Olla,Agraciada 2332,Viernes,19:30 hs,Octubre,2021
B,Olla Ciudad Vieja,Olla,Reciben donaciones en Colón 1334 bis. La olla es en Piedras y Bartolomé Mitre (Museo de las migraciones),Domingos 12 Hs,12,Octubre,2021
B,La Casa de Enfrente,Olla y Merendero,Fernández Crespo 2288,miércoles y domingo,"miércoles 13-15 hs olla , DOM 16 hs merendero",Octubre,2021
B,Olla Popular Barrio Sur Asoc. Cultural Cuareim 1080,Olla y Merendero,Carlos Gardel 1194 (Asociación Cultural Cuareim 1080),"Jueves, Viernes y Domingo",Jueves y viernes olla 20hs. Miercoles y sabado merendero 17hs,Octubre,2021
B,El Tundra Bar,Olla,Durazno 902 esq. Convención,Martes,19:00 hs,Octubre,2021
B,Plaza Durazno Y Minas (Plaza Juan Ramón Gómez),Olla,Durazno y Minas (entrega de viandas),Miércoles y Sábado,18.30 hs,Octubre,2021
B,Olla Palermo,Olla,Jackson 1144 entre Maldonado y Durazno. Asoc. de Porteros,Lunes y Miércoles,19 a 20 hs,Octubre,2021
B,Canasta Solidaria (Escuela 45),Canastas,CUFRE 1994,S/D,S/D,Octubre,2021
B,Casa Cultural La Rodó,Olla,San Salvador 2122 esq. Requena,sábados,18:30 a 20:30,Octubre,2021
B,Sindicato de trabajadora doméstica,Olla y Merendero,Barbato 1371 ap 22,Martes 16:30 a 18:30 jueves 17:30 a 19:30,S/D,Octubre,2021
B,Taller Infantil Raíces junto a vecinas y organizaciones de Barrio Sur (Casa del Vecino al Sur),Merendero,Zelmar Michelini 993,"Lunes, miercoles, jueves y viernes",17,Octubre,2021
B,Plato de amor,Olla,Andes 1276 esq. Mercedes,Martes,19:00,Octubre,2021
B,Casa de la Cultura Afrouruguaya,Merendero,Islas de flores 1645 esq. minas,Domingo,16,Octubre,2021
B,Abriendo puertas ,Olla,Uruguati 1030 esq. Jose maria Ro y Gutierrez ruis,"Lunes,martes y miercoles ",S/D,Octubre,2021
B,Olla Vecinos Ciudadela,Olla y Merendero,Ciudadela 1415 esq Parana,"Lunes, Miercoles y Viernes",19 a 20,Octubre,2021
C,Comedor Olla Siglo 21,Olla y Merendero,Garibaldi 2300,"Martes, miércoles, Viernes y Domingos",Cena y Merienda,Octubre,2021
C,Club Repecho,Canastas,Caicobé 3460 esq. Trébol,S/D,S/D,Octubre,2021
C,Olla 12 de diciembre,Olla y Merendero,Cívicos 796 esqu. 12 de diciembre,Lunes a domingos,19.30hs,Octubre,2021
C,Hay equipo (cata),Olla y Merendero,Dieulafoy y Silva,Lunes a domingo,17:30hs y 19hs,Octubre,2021
C,Olla popular Aguada,Olla,San Martín 2236 ,Lunes ,19hs,Octubre,2021
C,Brazo Oriental,Olla,Mariano Soler 3366 esq Luis A de Herrera,miércoles y domingos,20 a 21.30,Octubre,2021
C,Centro Social y Deportivo Victoria,Olla,Requena 2716 esq. Itapebi,"Lunes, Martes, miércoles, jueves y domingo",20:30,Octubre,2021
C,Milongolla,Olla,Pasaje de la via entre Nicaragua y Acevedo Diaz,Sábado,12:30 a 18:30,Octubre,2021
C,Merendero Aguada,Merendero,Agraciada 2439 y Francisco Tajes,Lunes entregan preparado para toda la semana leche cocoa azúcar,15:00 a 17:00,Octubre,2021
C,Vecinos de aguada,Olla,San Martín 2236 ,Lunes,19,Octubre,2021
C,Merendero y olla Solidario,Olla y Merendero,Abayuba 2832 esq. sitio grande,Marte y jueves,13,Octubre,2021
C,Trabajadores de Centro Cultural Terminal Goes,Olla,General Flores y domingo Aramburu (plaza terminal Goes),miércoles y sábados,19:30,Octubre,2021
CH,Olla San Ignacio,Olla,Feliciano Rodriguez esquina Manuel Alonso,"Martes y jueves merienda y cena. Sábado desayuno y almuerzo. Recorren Parque Batlle, Pocitos y Buceo luego del horario de la olla",Martes y jueves de 19:30-20:00. Sábado 11:30-12:30,Octubre,2021
CH,Sindicato APMU,Olla,Av Italia 2474 (frente a la medica uruguaya central),Miercoles,21:00,Octubre,2021
D,Iniciativa Vecinal - Zapadores,Olla y Merendero,Zapadores 4669 esq. Domingo Arena,Miércoles viernes,20 a 21 hs,Octubre,2021
D,Merendero y olla Pan de Vida,Olla y Merendero,Osvaldo Rodriguez 5845 esq. Mendoza (segunda entrada),Lunes a Sábado,17:30 y 19hs,Octubre,2021
D,Canastas - Olla Popular Trans,Canastas,manuel melendez 4017 entre león pérez y santiago sierra,Martes y Jueves,S/D,Octubre,2021
D,Olla Teniente Rinaldi ,Olla y Merendero,Teniente Rinaldi 5091,Lunes a jueves,17hs,Octubre,2021
D,Olla solidaria Cancha del Rosario,Olla y Merendero,Senda 14 4896 esq. Gustavo Volpe,Lunes a domingo,19hs,Octubre,2021
D,Olla de luisa ,Olla y Merendero,Santin carlos rossi 4563 ,"lunes domingo merendero . L, M, V, S D olla","merienda , cena",Octubre,2021
D,El Mana,Olla y Merendero,Camino benito berges 1174 esq. unión ,Sábado,19 a 22 hs,Octubre,2021
D,Olla y Merendero Orsini Bertani,Olla y Merendero,Orsini Bertani 5246A esq martirene,Lunes a Viernes,"Merendero: Martes y Jueves 17 hs. Olla: Lunes, miércoles y viernes 18hs olla",Octubre,2021
D,Olla y Merendero Solidario Claveaux,Olla y Merendero,Dr. Enrique Claveaux 3153 esq. (Plaza de Palos) Dr. J. Martirine,Un día (no tiene definido cuál),No definido,Octubre,2021
D,Olla Pasaje 307,Olla y Merendero,Pasaje 307 5340,Todos los días,"Lunes a viernes olla, entregan viandas. Sábado y Domingo merendero, tortas fritas y leche.",Octubre,2021
D,Olla Gruta de Lourdes,Olla y Merendero,Dr. Horacio García Lagos 5669,Lunes a domingo,16 y 21 hs,Octubre,2021
D,Olla Marconi Tiene Esperanza,Olla y Merendero,Pasaje H 4125 entre luis artagaveytia y luis bottaro,Lunes a Viernes,17 y 19hs,Octubre,2021
D,Olla Plácido Ellauri,Olla y Merendero,Enrique Castro y Pasaje B,Lunes a miercoles,17hs,Octubre,2021
D,Juntos Podemos Club Atletico Rosario,Olla y Merendero,Continuación senda 15 número 4935 entre Gustavo Volpe esquina martirine,Lunes a Viernes,13:00 olla 17hs merendero,Octubre,2021
D,Asociación Civil Avance,Olla y Merendero,Rio de Janeiro 4135 esq. Berna,Sábados y Domingos,8 a 15,Octubre,2021
D,Olla y merendero todo por los niños,Olla y Merendero,Costanera 3644 esq. Jacinto trapani pasaje C,"L a V merienda, J, S y D olla","Merienda 14 a 18, olla 16 hs",Octubre,2021
D,Olla Merendero Nuevo Ellauri 4,Olla y Merendero,Calle G 366 esq Teniente Rinaldi, sábado,Lunes y miércoles merendero,Octubre,2021
D,Las Ranitas,Olla y Merendero,Maria Artagabeita 4125,Lunes a Domingo,19hs olla 17hs merendero,Octubre,2021
D,Colectivo Peñarolense (Unión),Merendero,Pernas 2484 esq Asilo,"Lunes, Martes y Miércoles",17.00 – 19.00,Octubre,2021
D,Sumando Esfuerzos,Olla y Merendero,30mts N 4411 entre José Ramírez y Leandro Gomez,Sábados,12:30,Octubre,2021
D,Sueños Compartidos - 24 de enero,Olla y Merendero,Instrucciones y Durán (8 Pioneros y Ajedrez),Todos los días,6 veces p semana olla noche,Octubre,2021
D,Olla Odara (Monica),Olla y Merendero,Leandro Gomez 5171 esq. San Martín,"Lunes, miércoles y viernes",S/D,Octubre,2021
D,viandas solidaria garubeba,Olla y Merendero,Juan Acosta casa 5 block A complejo Ch 38 entre cotopaxi y cayambé (a mitad de cuadra),"Lunes, miércoles y domingos",S/D,Octubre,2021
D,Olla Estamos Unidos C.H 84-88,Olla,San Martín 4815 Complejo CH 84,Jueves,20hs,Octubre,2021
D,Merendero Los Teros,Olla y Merendero,Artilleros Orientales 4376,Viernes y Sábado,tarde 18 hs. aprox,Octubre,2021
D,Ayúdanos a Ayudar,Olla y Merendero,"Calle Las Piedras, solar 3. Calles cercanas: capitan tula y pasaje olimar ",Lunes a Domingo,19.30 hs.,Octubre,2021
D,Olla popular - “La unión hace la fuerza”,Olla y Merendero,Juan Arteaga 3986 esq. Santiago Sierra,"Martes, Jueves y Domingo","Merendero: 16 hs, olla: 18 hs",Octubre,2021
D,Merendero y Comedor La Familia,Olla y Merendero,Leandro Gómez 260,"Lunes, martes, jueves, viernes y Sábado",17 y 13 hs,Octubre,2021
D,Olla popular Rompiendo Barreras,Olla y Merendero,Ernesto Quintela 4917 esq. Jacinto Trapani,Lunes a sábados,"Olla: martes, jueves y sábados 19 hs. Merendero: lunes, mierc y viernes .",Octubre,2021
D,"Comedor y Merendero ""Pancitas Felices""",Olla y Merendero,"Salón 1° de Mayo, Calle las Piedras esquina San Antonio",Todos los días,"Olla: juev, sáb y domingo, 14 h. Merendero: lun, mar, mier y vier, 15 h.",Octubre,2021
D,Olla Alto Guiso,Olla,Atenas y Gral. Flores,Sábados,21,Octubre,2021
D,Galpón de Corrales,Olla y Merendero,Camino Corrales 3041 - Galpón de Corrales,Sábados y Domingos,"olla sábado 12hs, merendero sábado y domingo 17 hs",Octubre,2021
D,"Olla Popular ""Las de a Pié""",Olla y Merendero,Juan Acosta esq Cotopaxi,Lunes a Viernes,"Merendero: lunes a viernes, 17 h y olla: martes y viernes, 20 hs",Octubre,2021
D,Unidos somos más,Olla y Merendero,Estanislao Vega 3538 esquina Juan Acosta,"Lunes, Miércoles, Viernes y Sábado",17hs,Octubre,2021
D,Olla la humildad,Olla y Merendero,Juan Acosta 4957 bis esq. Alejandro Nogueira,"Martes, jueves y Sábado",17:30 y 19 hs,Octubre,2021
D,Merendero “La Hora Feliz”-,Olla y Merendero,Serratosa 3956/apto 2,Lunes a Sábado,12:30 y 17:30 hs,Octubre,2021
D,Olla del cielo,Olla y Merendero,General Flores 4990,Martes y sabado,S/D,Octubre,2021
D,Olla y merendero Manga (Ayui),Olla y Merendero,Luis E. Azarola Gil 4780,Lunes a domingo,12 y 17 hs,Octubre,2021
D,Olla y Merendero Virgen de Lourdes,Olla y Merendero,Enrique Claveaux 3153 bis,"Lunes, martes y miércoles",14 hs,Octubre,2021
D,Olla y Merenderos Todos Unidos,Olla y Merendero,Leandro Gomez 5324,Lunes a Viernes,17hs,Octubre,2021
D,Merendero Cielos Abiertos,Merendero,Guarapirú 4012,Lunes y Jueves,17hs,Octubre,2021
D,Merendero los Milagros,Merendero,Ramón Arana pasaje 3 5257 esquina esperanza,Lunes a Sabado,16hs,Octubre,2021
D,Olla y Merendero las Hermanas,Olla y Merendero,Matilde Pacheco 4950 esquina vecinal 1,"Lunes, miércoles y viernes (olla) / Jueves y domingos (merendero)",15 hs,Octubre,2021
D,Comité de Base,Olla,Tte Galeano 4201 esq primero de marzo,Viernes,16 a 18hs,Octubre,2021
D,Merendero y olla MB Mausa,Olla y Merendero,Matilde Pacheco 4121,Lunes a Sábado,10 a 11.30 y 16 a 18hs,Octubre,2021
D,Olla Mercado Modelo,Olla,Parma 3070 esq.Canstatt y Francisco Arrieta,sábados,19:00 hs,Octubre,2021
D,El rinconcito de los niños 23 de diciembre,Olla y Merendero,Los Teros solar 121(asentamiento 23 de diciembre ),LaS,Al mediodía y en la tarde,Octubre,2021
D,Olla Los Milagros,Olla,Calle 3 5675 esquina Román Arana,"Martes, jueves , sabado y domingo",18hs,Octubre,2021
D,Obra Social Independiente,Merendero,Instrucciones 2537 esq. Mazzei,Lunes a Sábado,15 a 17,Octubre,2021
D,Merendero Sonrisas (2),Olla y Merendero,Av. de las Instrucciones 4865,"L, mi y v",18:30 y 20:30hs,Octubre,2021
D,Olla Popular Mano Amiga,Olla y Merendero,Paso de la Española 5003,Lunes a viernes,18:30 a 20:00,Octubre,2021
D,Merendero Un Nuevo emprendimiento por los niños,Merendero,Pasaje 318 entre Aparicio Saravia y Gustavo Volpe 4873 ( los palomares),L a D,19:00,Octubre,2021
D,Villa Camila Juntos Podemos,Olla,José Belloni solar 6 entre Regulo y Perlas,"Martes, jueves",17-18hs,Octubre,2021
D,Juntos Podemos ser Solidarios,Olla y Merendero,Calle las Piedras solar 8 esq.Santa Rosa,lunes a viernes,17:00 a 19:00,Octubre,2021
D,Olla 23 de Diciembre,Olla y Merendero,Mendoza y carlos lineo solar 45 pasaje los ladrillos. barrio 23 de diciembre ,martes jueves y Sábado y domingo,S/D,Octubre,2021
D,San Martín 1 Padre Cacho,Merendero,"Continuación Ernesto Quintela y San Martín, Salón Comunal, Viviendas Padre Cacho",Miércoles y sábado,18:30 a 19:00,Octubre,2021
D,Torre Fuerte,Merendero,Curucu 4296 entre Teniente Galeano y Teniente Rinaldi,sábados,16:00 a 18:00,Octubre,2021
D,Olla y Merendero Municipal,Olla y Merendero,Queretaro 2285,"Lunes, miércoles y viernes",18 hs,Octubre,2021
D,Asociación Civil Pilca y Lux,Merendero,Roldos Y Pons 4278 salon 3 y 4 de IMM,Lunes a viernes,14,Octubre,2021
D,Para Nuestros Niños,Olla y Merendero,Eduardo Amezaga 3487 entre Juan Acosta y Joaquín Artigas,"Lunes, miércoles, viernes",17:00 a 19:30,Octubre,2021
D,Brazo Solidario Villa Camila,Olla,José Belloni solar 6 entre Regulo y Perlas,Domingos,9:30 a 15:00hs,Octubre,2021
D,Comedor el amor de Cristo,Olla y Merendero,Asentamiento 2 de febrero Aparicio Saravia 3678 bis (frente a plaza marconi nueva casa de alto de ladrillo),"Lunes, miércoles y sábados",17,Octubre,2021
D,Olla y Merendero Las Cachas,Olla y Merendero,Pasaje peatonal Pedro Bazan (paralelo a saravia) Nº 3667 entre mendoza y timbues,"Lunes, miercoles y viernes",17 y 20 hs,Octubre,2021
D,"Olla popular ""Las viviendas""",Olla,"Complejo habitacional 33. El complejo se encuentra por Chimborazo entre Manuel Melendez y General Flores. La olla queda sobre calle 1 (dentro del complejo, la organizan en una plaza) que es la continuacion de Francisco de lemos.",Viernes,20,Octubre,2021
D,Olla la chini,Olla,Vázquez Cores 3034,Viernes y Sábado,19:30,Octubre,2021
D,Shalom,Olla y Merendero,Paralela 17 esq. Burdeos,"L, M y S","17 a 19 L y M, 13 hs S",Octubre,2021
D,La esperanza,Olla,Parahiba 5553 esq. domingo arena,"Lunes, jueves y sábados",19,Octubre,2021
D,Olla Las Palmitas,Olla y Merendero,Andres Mazzali 4922 entre Hector Castro y Pedro Domingo Etchegoyen,Lunes miércoles y Viernes,18 A 20,Octubre,2021
D,Villa Camila Torre Fuerte,Merendero,Florida 91,Sábados,16:30 hs,Octubre,2021
D,Entre Vecinos,Olla y Merendero,Espadaña 5915 entre Benito Berger y La vía,"Domingo, martes, miércoles, jueves,viernes",17 y 19hs,Octubre,2021
D,Acción solidaria (2),Olla y Merendero,Sarabia entre enrique castro y Jacinto trapani s/n,Martes y viernes,16 y 19hs,Octubre,2021
D,olla Puesto de Antoni,Olla y Merendero,Benito Bershet 3881,"Martes, miércoles, jueves, viernes y domingo",17:30 y 19:30hs,Octubre,2021
D,Olla Burguez,Olla y Merendero,Burgues 4259,L a D,S/D,Octubre,2021
D,Nuevo Amanecer (bello),Olla y Merendero,"Av. de las Instrucciones, esq. antares barrio 23 de octubre, calle los robles, solar 33 familia cuadro",Lunes a domingo,17,Octubre,2021
D,Entre todos Podemos,Olla y Merendero,Guenoas 3661 esq. San Martín,Lunes a domingo,17 y 21 hs,Octubre,2021
D,Olla y Merendero los peques ,Olla y Merendero,Calle H 354 esq. Ernesto Quintela,"Lunes, miercoles y viernes",18,Octubre,2021
D,Vecinos en lucha (Olla Solidaria - Bello),Olla y Merendero,Washington Silva esq. Peterossi y Carlos A López,"Lunes, miércoles y viernes",17 y 19hs,Octubre,2021
D,Olla Brazo Solidario,Olla,Camino Corrales 3041,Martes y sábados,"martes 17, Sábado 9 am",Octubre,2021
D,Olla 3 palmas,Olla y Merendero,San Martín 5131 esq. domingo arena (es la esquina),"Lunes, miércoles, jueves y viernes",17 y 19:30hs,Octubre,2021
D,olla Lucas moreno,Olla y Merendero,Lucas moreno esq. sirene (en la esquina),"miércoles, viernes, Sábado y domingo",17:30 hs,Octubre,2021
D,Brigada Solidaria,Olla,Dunant 4237,Miércoles y viernes,19 hs,Octubre,2021
D,Casa de los Niños,Olla y Merendero,Durant 3019 esq. 20 metros,miércoles y domingo,17hs,Octubre,2021
D,Olla de Jorge,Olla,Aparicio Saravia 3564 esq. Enrique Castro,Martes y viernes,18hs,Octubre,2021
D,Padre victor,Olla y Merendero,Sorata 4338 ,Lunes a sabado,13 y 17:30h,Octubre,2021
D,Los peques ,Olla y Merendero,Matilde pacheco esq. luciano Lira (solar 26),Lunes a domingo,17:30hs y 19:30hs,Octubre,2021
D,Olla Manga,Olla y Merendero,Braulio López Nº 47 esquina Alfredo Zitarrosa ,Todos los dias,16:30hs merendero / 19hs olla,Octubre,2021
D,La manchega,Olla y Merendero,Calle 1 4079 entre Leandro Gomez y José Ramirez,Lunes a domingos,"19hs olla, 9 y 17hs merendero",Octubre,2021
D,corazones unidos ,Olla y Merendero,Teniente rinaldi pasaje G vivienda 330,"Lunes, miercoles, jueves, viernes y sabados",17 merendero 18:30 olla,Octubre,2021
D,Olla Ellauri ,Olla y Merendero,Teniente Galeano y pasaje A,Todos los días,17 y 21 hs,Octubre,2021
D,Olla y merendero de bendicion ,Olla y Merendero,Queretaro 2285,Martes y Viernes,"17 olla
16 merendero",Octubre,2021
D,OLLA FAMILIA 2,Olla,ERNESTO QUINTELA 4969 BIS ESQUINA TIMBUES,LUNES MIERCOLES  Y VIERNES ,17  hs,Octubre,2021
D,La olla de Nico,Olla y merendero,AV PEDRO MENDOZA 4930 ESQUINA DOMINGO ARENA,Miercoles,19 a 20,Octubre,2021
E,Del Corazón,Olla,Pasaje C 3893,"Lunes, miércoles y viernes",S/D,Octubre,2021
E,Barrios Unidos,Olla y Merendero,Oficial 17 mts 5081 esq Alberto zum felde,Lunes y Jueves,19,Octubre,2021
E,Iniciativa vecinal,Merendero,Calle Central esq. Calle 26,"Miércoles, Jueves y Viernes",11 a 14 hs,Octubre,2021
E,Merendero Aquiles Lanza (Del otro lado),Merendero,Dobrich solar 06 al fondo de la calle 22,"Lunes, miércoles y viernes",15:30,Octubre,2021
E,Olla Asociación Civil Esperanza,Olla y Merendero,Acosta y Lara 7129,Lunes miércoles y viernes,S/D,Octubre,2021
E,Olla Popular “Nuevo Sol”-Corazones contentos,Olla y Merendero,Felix Laborde 2379,"Martes, miércoles y jueves",14:30hs a 20hs,Octubre,2021
E,Olla Realojados de Isla de Gaspar,Olla y Merendero,Luis Cluzeau Mortet 5097 esq. Ana María Rubens,"Lunes, Miércoles y viernes",16:30 hs.,Octubre,2021
E,Olla y Merendero La Cañada,Olla y Merendero,Ruta 8 Km 24.700,Martes y Viernes,Merendero: martes. Olla: viernes.,Octubre,2021
E,Solidar,Olla,Irlanda 2187 - (Entregan en plaza Pasteur),"Lunes, martes,Jueves, viernes y domingo",17 y 21 hs,Octubre,2021
E,Olla Popular Chiancone y Berro,Olla y Merendero,Enrique Chiancone 4663 apto. 3,Sábados y domingos,17 y 20 hs,Octubre,2021
E,Comedor Popular “Escuela 44”,Olla y Merendero,Morelli 3965 Esq felix laborde y silvestre pérez.,Sábados y Domingo,Olla: sábados 12 hs y merendero: sábado y domingo 17 hs,Octubre,2021
E,Centro Cultural Malvín Norte,Canastas,Hipolito Yrigoyen 2057 esq. Igua,Cada 15 días,S/D,Octubre,2021
E,Olla Solidaria,Olla,"Calle 126, blok 3, apto 202 Barrio INVE",S yD,18hs,Octubre,2021
